ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
3, 3, 3, 23, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 1, 1, 3, 3, 14, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 15, 23, 5, 1, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 11, 1, 3, 3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 14, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3
3, 11, 3, 3, 23, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3
4, 4, 4, 18, 10, 13, 16, 4, 4, 4, 18, 4, 4, 4, 15, 4, 4, 21, 4, 4, 18, 4, 4, 18, 4, 4
4, 21, 4, 0, 21, 21, 4, 18, 20, 4, 4, 4, 4, 10, 21, 4, 4, 4, 4, 4, 4, 18, 4, 4, 4, 4
4, 4, 4, 4, 16, 16, 18, 4, 4, 21, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 7, 0, 4, 4, 4, 4, 0, 10, 4, 15, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 18, 4
4, 17, 4, 4, 21, 4, 4, 10, 21, 4, 4, 4, 4, 18, 18, 18, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4
4, 4, 21, 4, 12, 18, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 18, 4, 7, 4, 4, 4, 4, 4, 4
4, 4, 16, 13, 10, 4, 4, 15, 4, 4, 7, 4, 18, 4, 4, 4, 0, 4, 4, 0, 0, 4, 4, 4, 4, 4
4, 16, 4, 4, 4, 21, 4, 21, 18, 18, 4, 4, 4, 4, 4, 18, 4, 7, 4, 18, 4, 18, 4, 4, 4, 4
4, 10, 4, 16, 4, 4, 15, 4, 4, 4, 18, 4, 18, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 21, 4, 13, 21, 18, 4, 21, 4, 4, 4, 4, 0, 4, 21, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4
4, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 18, 4, 10, 18, 18, 4, 4, 4, 4, 7
4, 16, 16, 0, 4, 4, 4, 18, 4, 4, 4, 4, 4, 0, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 0, 4
4, 15, 0, 21, 4, 4, 0, 4, 4, 4, 18, 4, 21, 4, 18, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 16, 4, 0, 4, 4, 10, 4, 21, 4, 4, 4, 4, 4, 18, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4
4, 21, 18, 12, 18, 4, 16, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 16, 4, 4, 4, 0, 4, 4
5, 1, 5, 22, 13, 5, 5, 11, 22, 5, 1, 5, 5, 7, 5, 22, 5, 7, 5, 5, 22, 5, 5, 5, 5, 5
5, 5, 11, 22, 4, 7, 5, 1, 18, 22, 11, 11, 20, 19, 5, 7, 5, 5, 5, 5, 5, 5, 5, 9, 5, 5
5, 21, 1, 16, 7, 5, 19, 5, 2, 5, 22, 11, 5, 5, 1, 5, 2, 5, 5, 2, 5, 16, 5, 0, 5, 5
5, 2, 11, 17, 11, 22, 5, 21, 5, 2, 5, 5, 5, 5, 16, 5, 5, 5, 22, 5, 5, 2, 5, 5, 5, 15
5, 4, 16, 10, 11, 5, 5, 5, 5, 1, 5, 19, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 7, 5, 5, 5
5, 16, 5, 16, 11, 20, 5, 7, 22, 22, 19, 2, 5, 5, 5, 22, 5, 5, 8, 22, 5, 2, 5, 22, 22, 2
5, 1, 11, 11, 11, 22, 1, 7, 16, 19, 9, 17, 22, 7, 11, 22, 5, 22, 1, 5, 5, 5, 5, 5, 5, 5
5, 1, 1, 11, 18, 7, 15, 5, 16, 5, 11, 5, 5, 22, 20, 1, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5
5, 11, 16, 21, 4, 11, 11, 7, 5, 19, 13, 0, 19, 5, 5, 5, 5, 19, 5, 5, 7, 5, 5, 1, 5, 5
5, 13, 9, 4, 16, 22, 5, 5, 1, 22, 11, 7, 22, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 2
5, 17, 0, 4, 20, 1, 5, 5, 5, 11, 19, 20, 19, 7, 11, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 2
5, 11, 10, 11, 10, 5, 0, 5, 5, 9, 22, 5, 22, 0, 22, 5, 5, 5, 5, 5, 22, 5, 5, 5, 5, 5
5, 10, 2, 5, 9, 19, 22, 19, 5, 5, 11, 16, 7, 5, 16, 5, 5, 20, 1, 2, 5, 7, 5, 11, 19, 5
5, 17, 4, 22, 22, 5, 5, 9, 5, 5, 17, 5, 5, 5, 5, 7, 7, 9, 5, 5, 5, 9, 5, 5, 19, 5
5, 16, 1, 9, 13, 2, 5, 7, 7, 5, 5, 5, 9, 5, 7, 19, 5, 5, 5, 5, 5, 5, 22, 5, 1, 17
6, 3, 8, 20, 2, 12, 12, 15, 6, 6, 15, 6, 6, 6, 6, 20, 1, 12, 12, 6, 6, 6, 20, 6, 6, 6
6, 19, 10, 15, 10, 1, 23, 9, 2, 23, 23, 6, 14, 19, 6, 19, 6, 13, 12, 12, 6, 12, 2, 12, 6, 6
6, 20, 23, 1, 19, 9, 23, 22, 23, 1, 6, 0, 12, 15, 6, 19, 6, 6, 12, 9, 6, 6, 6, 1, 6, 15
6, 17, 14, 23, 2, 6, 6, 9, 14, 23, 6, 6, 23, 6, 12, 10, 6, 12, 10, 6, 12, 6, 6, 6, 6, 12
6, 16, 11, 14, 2, 23, 19, 6, 19, 6, 0, 6, 12, 6, 6, 10, 6, 9, 23, 6, 6, 6, 6, 6, 6, 6
6, 8, 12, 23, 6, 15, 12, 12, 6, 23, 12, 23, 1, 6, 23, 6, 6, 12, 12, 19, 6, 1, 9, 2, 6, 23
6, 10, 13, 15, 13, 15, 23, 6, 9, 17, 6, 15, 6, 12, 15, 23, 15, 12, 6, 6, 6, 6, 6, 6, 6, 12
6, 21, 19, 6, 12, 1, 23, 6, 15, 17, 10, 6, 20, 14, 6, 6, 20, 12, 6, 12, 6, 6, 6, 6, 6, 23
6, 16, 7, 0, 9, 1, 6, 6, 13, 12, 15, 19, 19, 6, 6, 6, 6, 6, 6, 9, 23, 2, 6, 6, 6, 9
6, 3, 16, 5, 14, 14, 10, 23, 15, 6, 23, 13, 6, 6, 1, 12, 8, 23, 6, 9, 12, 12, 19, 6, 19, 6
6, 18, 6, 23, 6, 4, 18, 23, 17, 10, 6, 8, 2, 1, 19, 23, 6, 9, 6, 6, 13, 19, 23, 17, 6, 12
6, 11, 12, 15, 17, 19, 17, 15, 6, 17, 12, 13, 12, 6, 6, 19, 14, 6, 6, 6, 23, 6, 20, 19, 6, 6
6, 1, 14, 21, 4, 9, 9, 20, 12, 1, 19, 20, 6, 6, 19, 6, 6, 6, 23, 6, 6, 6, 20, 1, 6, 6
6, 21, 18, 6, 1, 15, 6, 6, 23, 6, 2, 12, 23, 12, 1, 15, 19, 2, 6, 6, 6, 6, 6, 13, 23, 19
6, 16, 2, 1, 1, 23, 15, 2, 6, 2, 6, 13, 6, 6, 14, 6, 23, 20, 12, 1, 19, 2, 19, 6, 20, 6
7, 11, 5, 18, 2, 7, 16, 20, 7, 7, 7, 16, 7, 7, 2, 7, 4, 0, 7, 22, 7, 7, 18, 7, 21, 7
7, 17, 16, 18, 20, 7, 7, 20, 10, 7, 9, 7, 18, 20, 7, 18, 2, 7, 4, 0, 0, 7, 7, 0, 16, 7
7, 16, 21, 4, 16, 13, 22, 15, 11, 5, 7, 16, 16, 5, 18, 21, 7, 20, 7, 7, 16, 7, 7, 7, 7, 7
7, 21, 4, 16, 4, 22, 7, 7, 7, 18, 18, 9, 7, 0, 7, 21, 7, 7, 7, 5, 2, 0, 7, 7, 7, 2
7, 5, 1, 7, 18, 5, 16, 19, 7, 5, 18, 19, 7, 7, 7, 20, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
7, 23, 21, 15, 20, 22, 5, 2, 7, 7, 7, 7, 7, 18, 7, 7, 16, 21, 21, 7, 4, 18, 15, 7, 0, 7
7, 8, 12, 19, 5, 4, 22, 15, 7, 5, 7, 22, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 18, 20, 7, 7
7, 16, 6, 12, 4, 7, 7, 16, 18, 7, 7, 5, 19, 7, 5, 7, 0, 7, 16, 0, 7, 7, 18, 7, 18, 7
7, 16, 15, 1, 16, 13, 4, 12, 21, 20, 5, 20, 7, 7, 7, 20, 16, 20, 7, 7, 7, 7, 7, 18, 7, 21
7, 18, 21, 16, 16, 7, 16, 21, 20, 7, 16, 20, 18, 0, 16, 7, 18, 7, 7, 7, 7, 7, 7, 7, 7, 2
7, 11, 10, 16, 18, 21, 20, 9, 7, 9, 16, 22, 22, 7, 16, 7, 7, 7, 15, 2, 0, 7, 7, 10, 7, 2
7, 2, 6, 5, 18, 16, 18, 16, 9, 7, 18, 0, 7, 7, 16, 19, 7, 18, 7, 7, 7, 7, 7, 7, 7, 7
7, 10, 22, 16, 0, 7, 19, 20, 21, 16, 18, 7, 5, 20, 5, 7, 7, 7, 7, 5, 7, 15, 7, 7, 7, 7
7, 1, 4, 16, 21, 18, 19, 2, 22, 7, 7, 7, 0, 7, 2, 4, 7, 5, 7, 7, 7, 4, 7, 5, 7, 7
7, 11, 16, 20, 0, 15, 6, 7, 18, 9, 7, 7, 9, 7, 9, 7, 0, 7, 7, 7, 16, 7, 5, 5, 7, 0
8, 21, 4, 17, 14, 8, 0, 17, 8, 2, 17, 8, 8, 8, 8, 8, 8, 17, 8, 8, 8, 8, 8, 17, 8, 8
8, 13, 8, 8, 8, 5, 8, 8, 22, 1, 8, 8, 8, 8, 8, 8, 8, 8, 14, 8, 8, 8, 12, 8, 8, 8
8, 11, 1, 4, 11, 1, 8, 13, 8, 2, 8, 8, 1, 8, 8, 8, 8, 8, 8, 17, 8, 8, 8, 8, 8, 8
8, 3, 4, 13, 2, 16, 8, 8, 12, 17, 8, 8, 10, 8, 8, 8, 8, 8, 2, 9, 8, 6, 8, 8, 8, 8
8, 11, 4, 12, 8, 6, 8, 6, 15, 8, 6, 9, 8, 10, 8, 8, 8, 2, 8, 17, 8, 8, 8, 8, 8, 8
8, 18, 10, 6, 13, 8, 8, 14, 8, 8, 8, 8, 8, 8, 8, 13, 8, 8, 15, 8, 8, 8, 8, 19, 8, 19
8, 21, 11, 15, 8, 6, 17, 2, 9, 8, 6, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 17, 17
8, 3, 4, 13, 11, 6, 0, 8, 8, 8, 8, 8, 14, 3, 8, 8, 8, 8, 17, 8, 8, 8, 8, 8, 8, 8
8, 1, 5, 7, 8, 15, 12, 2, 8, 17, 13, 1, 17, 15, 8, 8, 8, 8, 8, 8, 22, 8, 8, 8, 8, 8
8, 11, 8, 21, 23, 17, 21, 20, 8, 19, 5, 8, 8, 8, 19, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
8, 14, 1, 1, 11, 12, 2, 8, 8, 8, 8, 17, 20, 6, 8, 8, 9, 6, 8, 8, 8, 8, 8, 8, 8, 8
8, 23, 8, 18, 8, 8, 8, 10, 9, 8, 8, 14, 8, 13, 8, 6, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8
8, 1, 23, 8, 1, 15, 10, 5, 8, 8, 8, 9, 17, 8, 2, 19, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
8, 1, 15, 3, 8, 5, 1, 8, 8, 8, 8, 13, 8, 1, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8
8, 21, 8, 14, 23, 0, 8, 8, 6, 8, 8, 8, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8
9, 23, 4, 1, 11, 1, 2, 22, 9, 15, 20, 9, 9, 9, 17, 17, 8, 9, 2, 9, 9, 22, 9, 1, 1, 9
9, 3, 9, 5, 11, 22, 1, 9, 22, 20, 5, 17, 9, 9, 19, 9, 9, 9, 19, 9, 6, 9, 6, 1, 9, 9
9, 14, 22, 8, 1, 9, 19, 9, 15, 9, 6, 2, 9, 16, 9, 11, 17, 9, 8, 9, 9, 9, 9, 9, 9, 9
9, 3, 22, 1, 11, 6, 5, 9, 8, 6, 9, 10, 22, 17, 19, 19, 9, 1, 9, 1, 20, 9, 2, 9, 9, 9
9, 21, 19, 10, 8, 22, 6, 14, 1, 9, 12, 9, 16, 15, 19, 19, 9, 7, 8, 9, 9, 22, 9, 17, 1, 9
9, 4, 11, 2, 22, 10, 9, 1, 5, 9, 5, 19, 22, 20, 9, 8, 8, 1, 11, 9, 9, 20, 9, 9, 9, 9
9, 22, 5, 13, 6, 1, 8, 9, 12, 6, 9, 11, 9, 1, 9, 2, 8, 9, 9, 9, 8, 9, 9, 2, 9, 9
9, 1, 21, 2, 15, 17, 17, 17, 9, 1, 9, 9, 20, 1, 9, 9, 9, 1, 9, 5, 1, 5, 1, 9, 9, 9
9, 17, 14, 22, 2, 5, 9, 11, 20, 14, 5, 9, 9, 1, 9, 17, 11, 1, 9, 9, 9, 9, 9, 9, 9, 9
9, 11, 7, 15, 23, 9, 11, 9, 11, 1, 9, 19, 9, 9, 9, 1, 22, 9, 9, 9, 9, 9, 17, 9, 9, 9
9, 18, 10, 8, 10, 2, 5, 5, 13, 7, 14, 9, 2, 1, 9, 19, 6, 9, 9, 5, 20, 11, 17, 9, 9, 9
9, 4, 16, 19, 5, 5, 4, 9, 1, 9, 1, 9, 17, 9, 19, 1, 6, 2, 9, 17, 9, 9, 9, 19, 9, 2
9, 21, 5, 15, 9, 1, 9, 9, 19, 9, 14, 9, 9, 22, 17, 0, 9, 1, 1, 22, 9, 19, 20, 17, 9, 9
9, 17, 11, 12, 8, 6, 6, 2, 9, 6, 8, 11, 1, 9, 9, 9, 9, 1, 9, 8, 1, 9, 9, 9, 6, 9
9, 3, 16, 15, 9, 4, 1, 9, 20, 1, 9, 6, 9, 9, 17, 20, 9, 9, 14, 9, 9, 9, 9, 9, 9, 9
10, 21, 21, 7, 6, 9, 10, 10, 10, 10, 15, 10, 0, 10, 10, 10, 10, 18, 10, 10, 10, 10, 10, 10, 10, 10
10, 10, 5, 4, 10, 15, 10, 10, 10, 13, 12, 10, 10, 7, 21, 15, 10, 10, 10, 12, 18, 10, 10, 12, 10, 10
10, 10, 10, 4, 16, 13, 10, 21, 13, 10, 10, 10, 7, 10, 10, 0, 21, 0, 15, 12, 10, 10, 10, 10, 10, 10
10, 10, 21, 4, 14, 5, 2, 10, 10, 10, 10, 10, 10, 10, 6, 0, 15, 0, 10, 10, 10, 10, 10, 10, 10, 15
10, 4, 18, 16, 4, 10, 10, 10, 15, 15, 9, 7, 10, 10, 10, 21, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
10, 21, 22, 10, 10, 10, 10, 10, 10, 10, 10, 10, 19, 21, 10, 19, 10, 10, 21, 21, 21, 10, 10, 10, 10, 10
10, 4, 10, 10, 10, 21, 10, 10, 10, 10, 4, 10, 10, 12, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10
10, 16, 10, 22, 13, 10, 10, 21, 12, 10, 10, 10, 10, 10, 10, 10, 21, 10, 10, 10, 0, 10, 10, 10, 10, 10
10, 13, 10, 2, 21, 10, 12, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0
10, 10, 5, 10, 10, 12, 20, 4, 10, 4, 10, 10, 0, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12
10, 18, 16, 10, 7, 10, 2, 18, 10, 10, 10, 15, 10, 10, 10, 10, 10, 19, 10, 15, 10, 10, 10, 21, 21, 10
10, 21, 17, 19, 22, 10, 10, 10, 10, 10, 10, 10, 10, 18, 10, 10, 10, 10, 2, 0, 10, 10, 10, 10, 18, 10
10, 15, 10, 10, 10, 10, 18, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 15, 10
10, 4, 16, 10, 21, 4, 4, 10, 17, 18, 12, 20, 0, 13, 10, 10, 10, 10, 15, 10, 10, 10, 10, 13, 10, 10
10, 22, 4, 12, 12, 18, 0, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 10
11, 18, 5, 5, 11, 17, 11, 14, 11, 11, 22, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 22, 11, 17, 11, 11, 11, 17, 11, 11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 14, 11, 11, 11, 11, 11
11, 11, 3, 11, 18, 11, 1, 11, 17, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11
11, 3, 22, 22, 11, 3, 5, 11, 1, 11, 11, 11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 5, 14, 1, 11, 17, 11, 17, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 3, 11, 17, 3, 11, 3, 11, 8, 11, 11, 19, 5, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 11
11, 17, 14, 11, 22, 11, 11, 3, 11, 14, 11, 22, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 8, 14, 9, 11, 11, 17, 11, 22, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 3, 14, 17, 14, 11, 9, 8, 11, 1, 11, 5, 5, 11, 17, 11, 11, 11, 14, 11, 11, 11, 1, 11, 11, 8
11, 21, 11, 19, 17, 5, 11, 11, 11, 11, 22, 11, 11, 11, 11, 11, 11, 11, 5, 11, 22, 11, 11, 11, 11, 11
11, 3, 11, 11, 14, 11, 8, 19, 1, 11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 9, 11
11, 1, 22, 3, 11, 11, 14, 11, 14, 11, 11, 3, 11, 11, 5, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 1, 3, 3, 11, 16, 22, 1, 11, 11, 11, 11, 11, 11, 11, 11, 14, 11, 11, 11, 11, 11, 11, 1, 11, 11
11, 3, 18, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 11, 11, 5, 11, 11, 11, 11, 14, 11, 11, 11, 11
